filename,character,dialogue,scene
S01E02 The Sonogram At The End.txt,Robbie,Huh?!,57
S01E02 The Sonogram At The End.txt,Robbie,Okay.,60
S01E02 The Sonogram At The End.txt,Robbie,Me?!,62
S01E02 The Sonogram At The End.txt,Robbie,Hello?!,67
