filename,character,dialogue,scene
S01E16 The Two Parts Part I.txt,Jamie,What is this place?,54
S01E16 The Two Parts Part I.txt,Jamie,I think we have an answer.,56
S01E16 The Two Parts Part I.txt,Jamie,This could be God’s way of telling us to eat at home.,56
S01E16 The Two Parts Part I.txt,Jamie,It looks like her.,57
S01E16 The Two Parts Part I.txt,Jamie,"Um, excuse me.",58
S01E16 The Two Parts Part I.txt,Jamie,"Hi, it’s us.",58
S01E16 The Two Parts Part I.txt,Jamie,"So, so you’re here too?",59
S01E16 The Two Parts Part I.txt,Jamie,All we want is two Caffe Lattes.,61
S01E16 The Two Parts Part I.txt,Jamie,Definitely her.,62
