filename,character,dialogue,scene
S01E24 Rachel Finds Out.txt,Melanie,"Anyway, that's when me and my friends started this whole fruit basket business. We call ourselves 'The Three Basketeers.'",32
S01E24 Rachel Finds Out.txt,Melanie,There is a little child inside this man!,45
S01E24 Rachel Finds Out.txt,Melanie,"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",71
S01E24 Rachel Finds Out.txt,Melanie,"Boy, somebody's gonna get a big fruit basket tomorrow.",74
S01E24 Rachel Finds Out.txt,Melanie,"Oooh, I gotta tell you... you are nothing like I thought you would be.",75
S01E24 Rachel Finds Out.txt,Melanie,"I don't know, I-I guess I just had you pegged as one of those guys who're always 'me, me, me.' But you... you're a giver. You're like the most generous man I ever met. I mean... you're practically a woman.",75
