filename,character,dialogue,scene
S10E14 Princess Consuela.txt,Mackenzie,Like what?,65
S10E14 Princess Consuela.txt,Mackenzie,What are you? Eight?,66
S10E14 Princess Consuela.txt,Mackenzie,I don't have any great ideas. I am eight.,66
S10E14 Princess Consuela.txt,Mackenzie,I really don't.,67
S10E14 Princess Consuela.txt,Mackenzie,My parents say I'm gonna make new friends.,67
S10E14 Princess Consuela.txt,Mackenzie,"Well, if moving here is gonna make them happy, don't you want them to do it?",68
S10E14 Princess Consuela.txt,Mackenzie,Then you gotta let them go.,69
S10E14 Princess Consuela.txt,Mackenzie,I read a lot.,70
