filename,character,dialogue,scene
S07E22 Chandlers Dad.txt,Helena,Hello darlings.,49
S07E22 Chandlers Dad.txt,Helena,No-no I heard! I’m just sorry.,60
S07E22 Chandlers Dad.txt,Helena,So what’s your name?,68
S07E22 Chandlers Dad.txt,Helena,Chandler? What an unusual name! You must’ve had terribly fascinating parents.,69
S07E22 Chandlers Dad.txt,Helena,Monica! Where are you from?,70
S07E22 Chandlers Dad.txt,Helena,Really?! Congratulations. When’s the big day?,71
S07E22 Chandlers Dad.txt,Helena,It’s raining men!,77
