filename,character,dialogue,scene
S07E11 All The Cheesecakes.txt,Frannie,I believe you know my husband.,88
S01E01 Monica Gets A Roommate.txt,Frannie,"Hey, Monica!",80
S01E01 Monica Gets A Roommate.txt,Frannie,"You had sex, didn't you?",80
S01E01 Monica Gets A Roommate.txt,Frannie,"Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex!  So? Who?",80
S01E01 Monica Gets A Roommate.txt,Frannie,"Paul the Wine Guy? Oh yeah, I know Paul.",80
S01E01 Monica Gets A Roommate.txt,Frannie,"Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years.",80
