filename,character,dialogue,scene
S09E20 The Soap Opera Party.txt,Story,Shana Goldberg-Meehan,1
S09E19 Rachels Dream.txt,Story,Dana Klein,1
S09E21 The Fertility Test.txt,Story,Scott Silveri,1
S09E18 The Lottery.txt,Story,Brian Buckner & Sebastian Jones,1
