filename,character,dialogue,scene
S06E20 Mac And C.H.E.E.S.E..txt,Lorraine,"She's checking the coats. Joey, I'm gonna go wash the cab smell off my hands. Will you get me a white Zinfandel, and a glass of red for Janice.",62
S01E14 The Candy Hearts.txt,Lorraine,"Hi, Joey. Well well, look what you brought. Very nice.",10
S01E14 The Candy Hearts.txt,Lorraine,"She's checking the coats. Joey, I'm gonna go wash the cab smell off my hands. Will you get me a white Zinfandel, and a glass of red for Janice.",10
S01E14 The Candy Hearts.txt,Lorraine,"You know, ever since I was little, I've been able to pick up quarters with my toes.",19
