filename,character,dialogue,scene
S05E10 The Inappropriate Sister.txt,Krista,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",60
S05E10 The Inappropriate Sister.txt,Krista,We'd better take these pants off upstairs or that stain's gonna set.,87
