filename,character,dialogue,scene
S03E24 The Ultimate Fighting Champion.txt,Robin,Keep on scooching.,7
S03E24 The Ultimate Fighting Champion.txt,Robin,Why? Why?! What’s wrong with me?!,9
S03E24 The Ultimate Fighting Champion.txt,Robin,"I have a feelin’... I, my wife is sleeping with her gynaecologist.",9
S03E24 The Ultimate Fighting Champion.txt,Robin,"Well y'know, he’s got access.",10
S03E24 The Ultimate Fighting Champion.txt,Robin,"Y'know it’s that feeling you get, y'know?",10
S03E24 The Ultimate Fighting Champion.txt,Robin,That’s the one.,10
S03E24 The Ultimate Fighting Champion.txt,Robin,"Why is this happening to me?! I don’t know, maybe it’s my wound.",13
S03E24 The Ultimate Fighting Champion.txt,Robin,"What is it, Tim?",16
