filename,character,dialogue,scene
S03E06 The Flashback.txt,Waitress,I am so sorry.,20
S06E24 The Proposal Part I  II.txt,Waitress,"Hey Monica, there’s a customer who wants to complement the chef, should I let him in?",127
S08E12 Joey Dates Rachel.txt,Waitress,There’s a side of steamed vegetables.,23
S01E01 Monica Gets A Roommate.txt,Waitress,Can I get you some coffee?,14
S02E05 Five Steaks And An Eggplant.txt,Waitress,Here's your check. That'll be $4.12.,26
