filename,character,dialogue,scene
S09E09 Rachels Phone Number.txt,Kevin,"So, we're on our way to a couple of parties.� Um. . . maybe we can get your numbers and give you guys a call if we find something fun.",58
S09E09 Rachels Phone Number.txt,Kevin,All right. It's no big deal.,58
