filename,character,dialogue,scene
S02E02 The Breast Milk.txt,Customer,"You idiot, you stupid cowboy, you blinded me, I'm suing!",67
S01E12 The Dozen Lasagnas.txt,Customer,"Hey, can we get some cappuccino over here?",53
S06E23 The Ring.txt,Customer,Who is it?,83
S06E23 The Ring.txt,Customer,Do you know who at my office?,83
S06E23 The Ring.txt,Customer,Oh John! Great!,83
S06E23 The Ring.txt,Customer,"It is beautiful, but I’m gonna use this one. Now, if you’ll excuse me.",86
S06E23 The Ring.txt,Customer,You’re dying?!,87
S06E12 The Joke.txt,Customer,"Hey, waiter.",52
S06E13 Rachels Sister.txt,Customer,Yes.,25
