filename,character,dialogue,scene
S04E15 All The Rugby.txt,Liam,How are ya man?,20
S04E15 All The Rugby.txt,Liam,In fact we’re playing a game at the park tomorrow. You’re welcome to play too if you want.,24
S04E15 All The Rugby.txt,Liam,Cheers!,25
S04E15 All The Rugby.txt,Liam,"Ross, come on! Get in the bloody scrum! Ross, get in!",66
