filename,character,dialogue,scene
S09E17 The Memorial Service.txt,Manny,"Well, you are not doing a very good job!",75
S09E17 The Memorial Service.txt,Manny,What's with the kissing?,75
S09E17 The Memorial Service.txt,Manny,"Oh yeah yeah, thank God you were here to oversee all the kissing!",75
S09E17 The Memorial Service.txt,Manny,You're weak!,76
S09E17 The Memorial Service.txt,Manny,Your pants are undone!,76
S09E17 The Memorial Service.txt,Manny,Oh we blew it. I blame myself.,78
