filename,character,dialogue,scene
S10E11 The Stripper Cries.txt,Donny,"You crossed the line. Joey, describe for Gene these things that have lines. Give me 20 seconds on the clock, please. Ready, go!",21
S10E11 The Stripper Cries.txt,Donny,"Now Gene I must remind you, you need all six of these to stay in the game, all right? Describe for Joey things you find in your refrigerator.",28
S10E11 The Stripper Cries.txt,Donny,Give me twenty seconds on the clock. Ready? Go!,28
S10E11 The Stripper Cries.txt,Donny,"Oh, time's up! Joey! You were, uh, almost on a roll there...",32
S10E11 The Stripper Cries.txt,Donny,"Uh, Gene, you're gonna have a chance to go to the winner circle in the second half. But right now Henrietta you are going to the winner circle to try your luck for ten thousand dollars, right after this, don't go away.",32
S10E11 The Stripper Cries.txt,Donny,"Ok Henrietta, you've picked Jack and Jill went up the hill.",55
S10E11 The Stripper Cries.txt,Donny,"Well, welcome to the Winner Circle. Joey and Gene, you guys ready?",102
