filename,character,dialogue,scene
S03E23 Rosss Thing.txt,Vince,Good deal.,12
S03E23 Rosss Thing.txt,Vince,Hey!,12
S03E23 Rosss Thing.txt,Vince,"98 hot saves, highest in the force.",12
S03E23 Rosss Thing.txt,Vince,"So, what’s up?",60
S03E23 Rosss Thing.txt,Vince,Uh-huh. G-good deal.,60
S03E23 Rosss Thing.txt,Vince,What?!,94
S03E23 Rosss Thing.txt,Vince,"Phoebe, Phoebe relax, it’s okay. I mean we never said this was exclusive.",94
S03E23 Rosss Thing.txt,Vince,You haven’t?,94
S03E23 Rosss Thing.txt,Vince,You made him a candle light dinner in the park?,98
