filename,character,dialogue,scene
S03E12 All The Jealousy.txt,Julio,"Ah actually, that is mine.",27
S03E12 All The Jealousy.txt,Julio,"Flowers of Evil, by Beaudalire. Have you read it?",27
S03E12 All The Jealousy.txt,Julio,"I thought I would, but the translation's no good.",28
S03E12 All The Jealousy.txt,Julio,"Actually I ah, I am a poet.",29
S03E12 All The Jealousy.txt,Julio,What?,77
S03E12 All The Jealousy.txt,Julio,"Whoa, whoa, whoa.",77
S03E12 All The Jealousy.txt,Julio,"Whoa, whoa, whoa, the poem is not about you.",77
S03E12 All The Jealousy.txt,Julio,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",77
S03E12 All The Jealousy.txt,Julio,"No, it's about all women. Well, all American women. You feel better now?",77
