filename,character,dialogue,scene
S10E08 The Late Thanksgiving.txt,Host,"This is contestant number sixteen, Rebecca...",18
S03E04 The Metaphorical Tunnel.txt,Host,"Welcome everybody, welcome to Amazing Discoveries!",2
