filename,character,dialogue,scene
S02E12-S02E13 The Superbowl.txt,Kids,Ooohhh.,24
S08E06 The Halloween Party.txt,Kids,Trick or treat!,15
S08E06 The Halloween Party.txt,Kids,Trick or treat!!,15
