filename,character,dialogue,scene
S09E03 The Pediatrician.txt,Everyone,No!!! Ah!! Ahh!!!,5
S09E02 Emma Cries.txt,Everyone,"Hi, welcome home!",12
S04E06 The Dirty Girl.txt,Everyone,Hey.,9
S04E06 The Dirty Girl.txt,Everyone,Yeah!,11
S09E20 The Soap Opera Party.txt,Everyone,No!! Cover it up!!,62
S09E08 Rachels Other Sister.txt,Everyone,Hi.,2
S02E21 The Bullies.txt,Everyone,Ahh.,2
S09E18 The Lottery.txt,Everyone,NO!!,67
