filename,character,dialogue,scene
S02E06 The Baby On The Bus.txt,Caroline,Hello.,13
S02E06 The Baby On The Bus.txt,Caroline,And who is this little cutie pie?,13
S02E06 The Baby On The Bus.txt,Caroline,I assume we're talking about the baby now.,13
S02E06 The Baby On The Bus.txt,Caroline,I think my uterus just skipped a beat.,13
S02E06 The Baby On The Bus.txt,Caroline,I think it's great you guys are doing this.,14
S02E06 The Baby On The Bus.txt,Caroline,"You know, my brother and his boyfriend have been trying to adopt for three years. What agency did you two go through?",14
