filename,character,dialogue,scene
S02E18 Dr. Ramoray Dies.txt,Tilly,Hi.,11
S02E18 Dr. Ramoray Dies.txt,Tilly,I'm looking for Eddie Minowick.,11
S02E18 Dr. Ramoray Dies.txt,Tilly,Thanks.,11
S02E18 Dr. Ramoray Dies.txt,Tilly,I'm Tilly.,11
S02E18 Dr. Ramoray Dies.txt,Tilly,I gather by that oh that he told you about me.,11
S02E18 Dr. Ramoray Dies.txt,Tilly,He's kind of intense huh?,11
S02E18 Dr. Ramoray Dies.txt,Tilly,"Eddie, I just came by to drop off your tank.",12
S02E18 Dr. Ramoray Dies.txt,Tilly,"Well, ok then. I'm gonna go. Bye.",12
