filename,character,dialogue,scene
S01E24 Rachel Finds Out.txt,Intercom,"It's me, Carl.",82
S01E19 The Monkey Gets Away.txt,Intercom,Animal Control.,26
S02E18 Dr. Ramoray Dies.txt,Intercom,"Dr. Remore, report to first floor emergency, stat.",33
