filename,character,dialogue,scene
S10E11 The Stripper Cries.txt,Missy,Hey guys!,12
S10E11 The Stripper Cries.txt,Missy,No way!,12
S10E11 The Stripper Cries.txt,Missy,I'd love to!,34
S10E11 The Stripper Cries.txt,Missy,So how come it took you so long to ask me out?,34
S10E11 The Stripper Cries.txt,Missy,Sorry.,35
S10E11 The Stripper Cries.txt,Missy,Really?,35
S10E11 The Stripper Cries.txt,Missy,"Well, Chandler and I used to make out! A lot!",35
S10E11 The Stripper Cries.txt,Missy,Yeah. We'd go to the science lab after hours!,35
