filename,character,dialogue,scene
S06E02 Ross Hugs Rachel.txt,Karin,"Actually, I’m dating at all anymore. See, I figured out that I was only dating guys that were like y’know bad for me, so until I work that out…",45
S06E02 Ross Hugs Rachel.txt,Karin,I am so attracted to him right now.,49
